group,predicted_rank,advance_cutoff,predicted_advances,confidence_tier,gap_to_cutoff,prediction_score,support_score,conversion_score,code,title,bvid,views,likes,coins,favorites,shares,replies,danmaku,partial_blend_like,partial_blend_coin,partial_blend_favorite,adjusted_raw_like,adjusted_raw_coin,adjusted_raw_favorite,adjusted_rate_like,adjusted_rate_coin,adjusted_rate_favorite
中文组,11,26,true,Strong advance,10.69,74.52,77.01,72.03,YC1060,【YC1060】天使没有派对【歌影回战S3】,BV14eEf6fE5M,636,38,15,41,10,20,0,0.5089,0.2000,0.4157,0.569373,0.806909,0.835471,0.454225,0.710358,0.950147
中文组,12,26,true,Strong advance,9.84,73.68,72.77,74.58,YC1059,【YC1059】Gossip（流言）【歌影回战S3】,BV1xeEf6fE2v,452,31,12,28,3,18,0,0.5089,0.2000,0.4157,0.704946,0.779319,0.661386,0.774527,0.763228,0.748295
中文组,13,26,true,Strong advance,9.33,73.16,68.70,77.62,YC1046,【YC1046】我怎么可能解开恋爱方程，不行不行！  （❈不是不可能？！）【歌影回战S3】,BV14eEf6fEJ6,355,28,10,25,2,12,0,0.5089,0.2000,0.4157,0.805214,0.721846,0.597199,0.913485,0.754036,0.774257
中文组,14,26,true,Likely advance,7.36,71.20,81.85,60.54,YC1022,【YC1022】马戏【歌影回战S3】,BV1b8Ef6aEzm,1020,44,26,45,16,19,3,0.5089,0.2000,0.4157,0.492093,0.954027,0.872794,0.152400,0.880459,0.696105
中文组,15,26,true,Likely advance,6.47,70.30,62.17,78.42,YC1070,【YC1070】《Cinematic Life》【歌影回战S3】,BV14eEf6fEhq,255,20,8,18,2,15,0,0.5089,0.2000,0.4157,0.731631,0.712644,0.519446,0.838670,0.809203,0.721564
中文组,16,26,true,Likely advance,6.36,70.20,73.66,66.73,YC1053,【YC1053】错过什么？【歌影回战S3】,BV14eEf6fE46,546,35,8,35,5,19,0,0.5089,0.2000,0.4157,0.716029,0.600019,0.798148,0.664408,0.416108,0.901330
中文组,17,26,true,Likely advance,6.13,69.96,76.75,63.18,YC1041,【YC1041】熙【歌影回战S3】,BV1xeEf6fEmT,721,42,21,23,10,13,1,0.5089,0.2000,0.4157,0.790844,0.912647,0.493884,0.799775,0.912643,0.226409
中文组,18,26,true,Likely advance,5.39,69.22,84.31,54.13,YC1082,【YC1082】帮我写一首极致国潮DJ电音BPM140【歌影回战S3】,BV14YEf68ERy,1664,119,24,49,81,52,4,0.5089,0.2000,0.4157,0.994150,0.797730,0.580424,0.994356,0.358637,0.161186
中文组,19,26,true,Likely advance,4.69,68.52,71.84,65.20,YC1081,【YC1081】#新录音-20260529-2347【歌影回战S3】,BV1MYEf6hEbD,517,30,17,24,10,11,0,0.5089,0.2000,0.4157,0.570605,0.903447,0.588545,0.531505,0.942529,0.491679
中文组,20,26,true,Likely advance,4.22,68.05,67.84,68.27,YC1011,【YC1011】街道，长夜与月光【歌影回战S3】,BV1b8Ef6aEi2,433,26,10,26,4,12,0,0.5089,0.2000,0.4157,0.554288,0.708053,0.767408,0.525039,0.721848,0.797882
中文组,21,26,true,Likely advance,3.60,67.43,61.90,72.97,YC1051,【YC1051】ROOM【歌影回战S3】,BV14eEf6fEEu,286,22,9,17,1,12,0,0.5089,0.2000,0.4157,0.789102,0.742527,0.470629,0.902812,0.832189,0.553160
中文组,22,26,true,Likely advance,3.45,67.28,62.40,72.16,YC1025,【YC1025】夏与忘步【歌影回战S3】,BV1b8Ef6aE9o,311,22,7,22,3,8,0,0.5089,0.2000,0.4157,0.695710,0.632190,0.655306,0.751744,0.636798,0.835338
中文组,23,26,true,Bubble advance,2.62,66.45,63.03,69.87,YC1032,【YC1032】ALIVE【歌影回战S3】,BV1xeEf6fEUV,342,21,9,19,3,18,0,0.5089,0.2000,0.4157,0.544026,0.717243,0.587376,0.607142,0.770119,0.685010
中文组,24,26,true,Bubble advance,2.01,65.84,62.80,68.88,YC1071,【YC1071】倒立【歌影回战S3】,BV14eEf6fEha,312,20,6,20,2,11,1,0.5089,0.2000,0.4157,0.602729,0.611502,0.689655,0.670463,0.583923,0.799820
中文组,25,26,true,Bubble advance,0.41,64.24,70.23,58.25,YC1057,【YC1057】到底是谁在喜欢夏天【歌影回战S3】,BV14eEf6fE2T,539,28,10,28,3,14,0,0.5089,0.2000,0.4157,0.512518,0.719552,0.802793,0.398808,0.597712,0.788192
中文组,26,26,true,Bubble advance,0.00,63.83,70.85,56.81,YC1058,【YC1058】醒得再早一点就好【歌影回战S3】,BV1xeEf6fE2U,529,23,14,24,3,13,0,0.5089,0.2000,0.4157,0.408248,0.871263,0.787290,0.192322,0.855169,0.655941
中文组,27,26,false,Bubble miss,-0.99,62.84,59.31,66.37,YC1064,【YC1064】回答【歌影回战S3】,BV14eEf6fEG4,292,15,6,21,4,9,0,0.5089,0.2000,0.4157,0.358886,0.627589,0.806269,0.317526,0.650582,0.932839
中文组,28,26,false,Bubble miss,-1.43,62.40,61.82,62.98,YC1037,【YC1037】自噬怪物【歌影回战S3】,BV14eEf6fEmf,338,23,4,22,3,9,0,0.5089,0.2000,0.4157,0.765292,0.418405,0.681134,0.804598,0.298861,0.822808
中文组,29,26,false,Bubble miss,-1.74,62.10,55.39,68.80,YC1050,【YC1050】流言蜚语【歌影回战S3】,BV14eEf6fE4R,260,16,10,13,2,10,0,0.5089,0.2000,0.4157,0.510365,0.811487,0.430199,0.590414,0.931032,0.509890
中文组,30,26,false,Bubble miss,-2.88,60.95,72.51,49.39,YC1005,【YC1005】博爱四院喜欢你来【歌影回战S3】,BV1b8Ef6aEqv,774,41,13,23,9,17,0,0.5089,0.2000,0.4157,0.802749,0.763234,0.506280,0.749180,0.544835,0.213879
中文组,31,26,false,Possible miss,-6.36,57.47,71.34,43.60,YC1003,【YC1003】深海谜底【歌影回战S3】,BV1b8Ef6aEod,908,39,19,34,2,13,0,0.5089,0.2000,0.4157,0.504820,0.866676,0.779938,0.193143,0.751723,0.531443
中文组,32,26,false,Possible miss,-6.91,56.92,65.43,48.41,YC1033,【YC1033】罗刹死舞【歌影回战S3】,BV14eEf6fEw5,517,30,5,25,3,12,0,0.5089,0.2000,0.4157,0.781404,0.471283,0.652599,0.730604,0.124143,0.661889
中文组,33,26,false,Possible miss,-7.01,56.82,58.74,54.90,YC1075,【YC1075】骨灰【歌影回战S3】,BV1tYEf68Ehs,335,21,2,18,4,15,0,0.5089,0.2000,0.4157,0.789513,0.213802,0.631282,0.822969,0.066669,0.689655
中文组,34,26,false,Possible miss,-7.44,56.39,47.24,65.53,YC1047,【YC1047】黎明与彼岸的她（你）【歌影回战S3】,BV14eEf6fEYk,207,16,4,14,0,6,0,0.5089,0.2000,0.4157,0.750412,0.485061,0.464682,0.874385,0.547142,0.695602
中文组,35,26,false,Unlikely advance,-8.04,55.79,50.24,61.34,YC1031,【YC1031】睡前故事过量服用【歌影回战S3】,BV14eEf6fEwY,274,14,6,17,2,5,0,0.5089,0.2000,0.4157,0.314346,0.606895,0.705661,0.341131,0.680464,0.837009
中文组,36,26,false,Unlikely advance,-8.54,55.29,53.62,56.96,YC1039,【YC1039】永恒守望【歌影回战S3】,BV14eEf6fEJw,311,14,5,17,2,9,1,0.5089,0.2000,0.4157,0.302236,0.570118,0.726712,0.267137,0.540234,0.801491
中文组,37,26,false,Unlikely advance,-9.25,54.58,49.62,59.54,YC1043,【YC1043】此岸红花【歌影回战S3】,BV14eEf6fEtk,274,15,6,12,2,7,0,0.5089,0.2000,0.4157,0.493637,0.622988,0.430066,0.603346,0.703450,0.485732
中文组,38,26,false,Unlikely advance,-9.26,54.57,59.27,49.86,YC1026,【YC1026】那些关于爱的词句堆砌【歌影回战S3】,BV1b8Ef6aE4G,457,23,8,19,1,11,1,0.5089,0.2000,0.4157,0.508106,0.639088,0.614107,0.452688,0.581614,0.531576
中文组,39,26,false,Unlikely advance,-10.26,53.57,52.30,54.84,YC1036,【YC1036】泡沫梦【歌影回战S3】,BV14eEf6fE8q,308,15,4,15,3,11,0,0.5089,0.2000,0.4157,0.406095,0.457476,0.664462,0.411945,0.429893,0.684744
中文组,40,26,false,Unlikely advance,-10.37,53.46,54.80,52.11,YC1085,【YC1085】†BloodyMary†（†血腥玛丽†）【歌影回战S3】,BV1tYEf68Ehv,309,18,4,12,2,8,0,0.5089,0.2000,0.4157,0.737686,0.508056,0.392876,0.789513,0.404608,0.396752
中文组,41,26,false,Unlikely advance,-12.81,51.02,52.49,49.55,YC1049,【YC1049】天穹【歌影回战S3】,BV14eEf6fEbL,334,14,8,12,1,8,0,0.5089,0.2000,0.4157,0.330869,0.728728,0.551458,0.262725,0.781605,0.460672
中文组,42,26,false,Unlikely advance,-13.58,50.26,62.96,37.55,YC1021,【YC1021】表达了作者写不完作业的后悔之情【歌影回战S3】,BV1b8Ef6aEvh,626,32,4,16,12,32,0,0.5089,0.2000,0.4157,0.886084,0.363234,0.413157,0.761907,0.034483,0.162991
中文组,43,26,false,Unlikely advance,-14.00,49.83,50.09,49.57,YC1040,【YC1040】立夏小生活【歌影回战S3】,BV14eEf6fE2v,336,13,6,16,1,7,0,0.5089,0.2000,0.4157,0.198172,0.606897,0.735232,0.159071,0.620690,0.738206
中文组,44,26,false,Unlikely advance,-14.85,48.98,39.83,58.13,YC1065,【YC1065】畅想(唱响)【歌影回战S3】,BV14eEf6fEGJ,195,11,4,9,0,5,0,0.5089,0.2000,0.4157,0.439246,0.544825,0.427092,0.673338,0.664370,0.511561
中文组,45,26,false,Unlikely advance,-15.24,48.60,49.87,47.32,YC1020,【YC1020】浮光【歌影回战S3】,BV1b8Ef6aEML,326,18,4,7,3,11,0,0.5089,0.2000,0.4157,0.784895,0.413797,0.224338,0.813323,0.395406,0.157310
中文组,46,26,false,Unlikely advance,-15.35,48.48,41.64,55.32,YC1045,【YC1045】今夜无人失眠【歌影回战S3】,BV1meEf6fEjw,241,14,2,14,1,8,0,0.5089,0.2000,0.4157,0.559217,0.149427,0.625201,0.661022,0.229891,0.765203
中文组,47,26,false,Unlikely advance,-16.31,47.52,50.43,44.62,YC1024,【YC1024】天晴气象预报【歌影回战S3】,BV1b8Ef6aE71,340,16,3,17,4,6,0,0.5089,0.2000,0.4157,0.417179,0.321847,0.694167,0.360118,0.186211,0.750736
中文组,48,26,false,Unlikely advance,-16.86,46.97,52.96,40.98,YC1062,【YC1062】旅人【歌影回战S3】,BV14eEf6fEFq,372,18,4,17,1,5,0,0.5089,0.2000,0.4157,0.457100,0.455184,0.697140,0.429700,0.268971,0.639669
中文组,49,26,false,Unlikely advance,-17.38,46.45,43.39,49.50,YC1076,【YC1076】Cobalt Blue （钴蓝色）【歌影回战S3】,BV14YEf68ERc,258,11,3,14,1,7,0,0.5089,0.2000,0.4157,0.234297,0.377012,0.719862,0.256259,0.381613,0.792837
中文组,50,26,false,Unlikely advance,-17.41,46.42,47.51,45.33,YC1018,【YC1018】忘了【歌影回战S3】,BV1S8Ef6aEpW,322,17,4,7,1,15,0,0.5089,0.2000,0.4157,0.773401,0.409198,0.227178,0.773401,0.418392,0.168805
中文组,51,26,false,Unlikely advance,-19.28,44.55,49.92,39.19,YC1034,【YC1034】名夏【歌影回战S3】,BV14eEf6fELh,383,14,4,18,1,10,0,0.5089,0.2000,0.4157,0.232244,0.443683,0.785085,0.124794,0.268967,0.760159
中文组,52,26,false,Unlikely advance,-20.92,42.91,41.48,44.35,YC1012,【YC1012】第512圆舞曲【歌影回战S3】,BV1b8Ef6aEuM,292,14,3,11,2,5,0,0.5089,0.2000,0.4157,0.443248,0.331039,0.507418,0.547107,0.303452,0.495155
中文组,53,26,false,Unlikely advance,-21.66,42.17,39.06,45.29,YC1061,【YC1061】共鸣之旅【歌影回战S3】,BV14eEf6fEE5,255,13,2,12,0,9,1,0.5089,0.2000,0.4157,0.455358,0.181612,0.586843,0.563629,0.202302,0.618618
中文组,54,26,false,Unlikely advance,-22.44,41.40,30.44,52.35,YC1066,【YC1066】无事闲逛【歌影回战S3】,BV14eEf6fEGW,147,10,2,4,0,5,0,0.5089,0.2000,0.4157,0.644400,0.255164,0.147621,0.853039,0.519542,0.258954
中文组,55,26,false,Unlikely advance,-23.31,40.52,37.77,43.27,YC1069,【YC1069】长夜余烬【歌影回战S3】,BV14eEf6fE7i,231,8,4,5,0,8,2,0.5089,0.2000,0.4157,0.224241,0.593094,0.381884,0.288178,0.648267,0.324679
中文组,56,26,false,Unlikely advance,-23.73,40.10,42.74,37.47,YC1083,【YC1083】叛离宣言【歌影回战S3】,BV1tYEf68E76,304,13,2,11,1,8,0,0.5089,0.2000,0.4157,0.373255,0.266675,0.581029,0.408559,0.142528,0.539061
中文组,57,26,false,Unlikely advance,-24.15,39.68,35.39,43.98,YC1067,【YC1067】星火【歌影回战S3】,BV14eEf6fExb,229,10,2,7,2,5,0,0.5089,0.2000,0.4157,0.380953,0.236778,0.431737,0.536639,0.301147,0.423349
中文组,58,26,false,Unlikely advance,-24.48,39.36,34.94,43.77,YC1038,【YC1038】The Star of Summer Green (绿星之夏)【歌影回战S3】,BV14eEf6fEYx,250,12,2,10,0,11,0,0.5089,0.2000,0.4157,0.426725,0.147125,0.529371,0.564451,0.227589,0.542034
中文组,59,26,false,Unlikely advance,-24.72,39.11,38.91,39.31,YC1087,【YC1087】森语【歌影回战S3】,BV14YEf68E8o,244,11,2,5,1,5,1,0.5089,0.2000,0.4157,0.602425,0.317244,0.254811,0.647169,0.271261,0.251069
中文组,60,26,false,Unlikely advance,-25.06,38.77,37.70,39.84,YC1056,【YC1056】让那个夏天被风吹去【歌影回战S3】,BV14eEf6fEVn,249,5,6,4,1,4,0,0.5089,0.2000,0.4157,0.028222,0.705734,0.480154,0.040333,0.786198,0.314856
中文组,61,26,false,Unlikely advance,-25.50,38.33,39.78,36.88,YC1044,【YC1044】胶片上的我【歌影回战S3】,BV14eEf6fEYf,312,14,2,13,1,6,0,0.5089,0.2000,0.4157,0.407327,0.133336,0.628944,0.407738,0.124138,0.596532
中文组,62,26,false,Unlikely advance,-26.88,36.96,41.75,32.16,YC1009,【YC1009】1234：雨夜漫步【歌影回战S3】,BV1b8Ef6aEJv,377,15,1,9,5,10,0,0.5089,0.2000,0.4157,0.575945,0.027587,0.408882,0.468700,0.025285,0.325582
中文组,63,26,false,Unlikely advance,-26.95,36.88,37.83,35.93,YC1023,【YC1023】赠【歌影回战S3】,BV1b8Ef6aE62,301,8,4,5,1,11,0,0.5089,0.2000,0.4157,0.136904,0.512634,0.444902,0.127053,0.554012,0.259323
中文组,64,26,false,Unlikely advance,-27.16,36.67,28.80,44.53,YC1080,【YC1080】游子何时归家【歌影回战S3】,BV14YEf68Eyo,146,5,2,1,0,4,1,0.5089,0.2000,0.4157,0.448792,0.409175,0.101510,0.538077,0.595392,0.187784
中文组,65,26,false,Unlikely advance,-27.46,36.37,27.63,45.11,YC1078,【YC1078】无奇不有【歌影回战S3】,BV14YEf68EhQ,142,5,2,1,0,4,0,0.5089,0.2000,0.4157,0.448998,0.404576,0.085238,0.549571,0.606886,0.189722
中文组,66,26,false,Unlikely advance,-28.44,35.39,28.20,42.59,YC1048,【YC1048】夙愿【歌影回战S3】,BV14eEf6fEbH,196,9,2,5,0,4,0,0.5089,0.2000,0.4157,0.510060,0.213786,0.270048,0.623565,0.395397,0.334369
中文组,67,26,false,Unlikely advance,-30.01,33.82,33.26,34.39,YC1008,【YC1008】情愫PTSD【歌影回战S3】,BV1b8Ef6aEJS,284,8,4,1,1,8,0,0.5089,0.2000,0.4157,0.453410,0.496537,0.041199,0.289821,0.586194,0.058374
中文组,68,26,false,Unlikely advance,-30.46,33.37,34.56,32.17,YC1077,【YC1077】模仿生命【歌影回战S3】,BV14YEf68Ef7,254,11,2,4,0,5,0,0.5089,0.2000,0.4157,0.626029,0.273564,0.187784,0.642141,0.264362,0.155239
中文组,69,26,false,Unlikely advance,-31.00,32.83,32.45,33.21,YC1074,【YC1074】如果明天世界毁灭就好了【歌影回战S3】,BV14eEf6fEG1,237,6,4,3,0,4,0,0.5089,0.2000,0.4157,0.108887,0.634468,0.323377,0.178880,0.636770,0.219160
中文组,70,26,false,Unlikely advance,-31.36,32.47,25.72,39.23,YC1068,【YC1068】再给我一点点时间【歌影回战S3】,BV14eEf6fE4p,173,6,2,1,0,4,0,0.5089,0.2000,0.4157,0.501030,0.324121,0.052693,0.532843,0.535623,0.126437
中文组,71,26,false,Unlikely advance,-31.66,32.17,30.62,33.71,YC1019,【YC1019】尖刺般二三言【歌影回战S3】,BV1b8Ef6aE7G,274,9,2,9,1,5,0,0.5089,0.2000,0.4157,0.182676,0.137925,0.606724,0.201047,0.213788,0.554298
中文组,72,26,false,Unlikely advance,-32.05,31.78,36.85,26.70,YC1072,【YC1072】诺无尔的水色气球【歌影回战S3】,BV12eEf6fEdK,321,12,2,8,0,6,1,0.5089,0.2000,0.4157,0.344622,0.222992,0.476678,0.352320,0.121836,0.379177
中文组,73,26,false,Unlikely advance,-33.10,30.73,23.07,38.39,YC1055,【YC1055】秋去【歌影回战S3】,BV14eEf6fE1g,184,5,2,4,0,3,0,0.5089,0.2000,0.4157,0.057677,0.280442,0.468660,0.224857,0.489646,0.435613
中文组,74,26,false,Unlikely advance,-33.70,30.13,39.83,20.43,YC1006,【YC1006】时光机【歌影回战S3】,BV1t8Ef6aEom,437,9,4,7,1,9,0,0.5089,0.2000,0.4157,0.124588,0.425283,0.550155,0.005850,0.255155,0.314590
中文组,75,26,false,Unlikely advance,-33.72,30.11,24.75,35.47,YC1030,【YC1030】无人爱念的我【歌影回战S3】,BV14eEf6fEep,222,8,2,6,0,3,0,0.5089,0.2000,0.4157,0.224446,0.170105,0.481323,0.340210,0.356313,0.438586
中文组,76,26,false,Unlikely advance,-34.01,29.82,24.61,35.04,YC1073,【YC1073】O.V.E.【歌影回战S3】,BV1xeEf6fEft,194,5,2,1,1,5,0,0.5089,0.2000,0.4157,0.232760,0.358601,0.111969,0.318864,0.468951,0.146452
中文组,77,26,false,Unlikely advance,-34.07,29.76,28.70,30.83,YC1084,【YC1084】夜空谈【歌影回战S3】,BV14YEf68Efm,195,3,2,2,0,4,0,0.5089,0.2000,0.4157,0.005850,0.445954,0.481959,0.081076,0.471248,0.309043
中文组,78,26,false,Unlikely advance,-34.77,29.06,36.38,21.74,YC1001,【YC1001】克托尼俄斯共振【歌影回战S3】,BV1b8Ef6aECg,480,15,2,14,0,11,0,0.5089,0.2000,0.4157,0.301415,0.052874,0.675823,0.097598,0.025283,0.552226
中文组,79,26,false,Unlikely advance,-35.72,28.11,26.74,29.48,YC1088,【YC1088】梦中人（梦中人·夜空谈）【歌影回战S3】,BV1tYEf68E3y,219,5,2,1,1,4,0,0.5089,0.2000,0.4157,0.185346,0.427571,0.141674,0.231939,0.418375,0.140638
中文组,80,26,false,Unlikely advance,-36.59,27.24,39.29,15.19,YC1004,【YC1004】毒药【歌影回战S3】,BV1b8Ef6aEkE,495,15,4,9,0,8,0,0.5089,0.2000,0.4157,0.348008,0.360925,0.454725,0.133108,0.156310,0.220964
中文组,81,26,false,Unlikely advance,-39.26,24.57,24.35,24.79,YC1017,【YC1017】下坠【歌影回战S3】,BV1b8Ef6aEEn,264,8,2,2,0,6,1,0.5089,0.2000,0.4157,0.406201,0.158608,0.129277,0.365457,0.271250,0.105253
中文组,82,26,false,Unlikely advance,-39.36,24.47,23.29,25.65,YC1010,【YC1010】“你好”^77【歌影回战S3】,BV1b8Ef6aEEL,263,9,1,5,0,6,0,0.5089,0.2000,0.4157,0.329126,0.052872,0.347401,0.376130,0.110337,0.303495
中文组,83,26,false,Unlikely advance,-41.17,22.66,17.63,27.69,YC1035,【YC1035】留存STAR【歌影回战S3】,BV14eEf6fEA5,215,5,2,2,0,3,0,0.5089,0.2000,0.4157,0.092981,0.236761,0.260225,0.202484,0.420676,0.220062
中文组,84,26,false,Unlikely advance,-42.49,21.34,18.77,23.92,YC1028,【YC1028】第一次爱上的瞬间【歌影回战S3】,BV1b8Ef6aE4M,227,7,0,3,0,4,0,0.5089,0.2000,0.4157,0.342674,0.018390,0.264101,0.411845,0.080453,0.248864
中文组,85,26,false,Unlikely advance,-43.87,19.96,24.19,15.72,YC1013,【YC1013】散心星际【歌影回战S3】,BV1b8Ef6aE4z,319,8,2,0,0,4,0,0.5089,0.2000,0.4157,0.581900,0.147112,0.000000,0.273914,0.209178,0.043003
中文组,86,26,false,Unlikely advance,-46.72,17.11,17.13,17.09,YC1015,【YC1015】声声不息【歌影回战S3】,BV1b8Ef6aERf,274,5,2,0,0,5,0,0.5089,0.2000,0.4157,0.262831,0.211470,0.011494,0.122641,0.285037,0.104217
中文组,87,26,false,Unlikely advance,-47.05,16.78,13.89,19.68,YC1027,【YC1027】让梦飞翔【歌影回战S3】,BV1t8Ef6aER3,210,4,0,0,0,4,0,0.5089,0.2000,0.4157,0.374182,0.043670,0.037323,0.244460,0.149408,0.151097
中文组,88,26,false,Unlikely advance,-48.11,15.72,20.68,10.77,YC1002,【YC1002】爱情是一支自由的魔杖【歌影回战S3】,BV1b8Ef6aE8r,356,8,1,1,0,5,0,0.5089,0.2000,0.4157,0.424366,0.050570,0.048817,0.163384,0.105732,0.087945
外文组,1,10,true,Strong advance,19.52,82.51,85.40,79.62,YF1033,【YF1033】マットグラス（毛玻璃）【歌影回战S3】,BV1pCEf6XEVE,774,51,27,51,17,21,0,0.4837,0.1920,0.4030,0.735172,0.917346,0.798725,0.541658,0.923163,0.975575
外文组,2,10,true,Strong advance,18.75,81.74,76.33,87.15,YF1031,【YF1031】オチュメーロワ（奥楚蔑洛娃）【歌影回战S3】,BV1kCEf6XEWC,285,25,12,21,6,10,0,0.4837,0.1920,0.4030,0.789854,0.861338,0.683392,0.912053,0.965099,0.805059
外文组,3,10,true,Strong advance,17.22,80.21,88.13,72.29,YF1034,【YF1034】青春伤痛摇滚全部都去死吧【歌影回战S3】,BV1kCEf6XEkw,1871,128,53,84,57,48,3,0.4837,0.1920,0.4030,0.985342,0.918565,0.621420,0.968710,0.813584,0.434179
外文组,4,10,true,Strong advance,13.15,76.14,78.62,73.66,YF1011,【YF1011】ある夏の残像（某个夏日的残像）【歌影回战S3】,BV1kCEf6XEx4,426,26,12,29,8,19,0,0.4837,0.1920,0.4030,0.600289,0.783281,0.914969,0.436091,0.711042,0.981909
外文组,5,10,true,Strong advance,9.65,72.64,75.40,69.87,YF1026,【YF1026】Piggy Mafia（小猪黑帮）【歌影回战S3】,BV1pCEf6XEca,354,29,9,21,6,9,0,0.4837,0.1920,0.4030,0.939394,0.681958,0.640876,0.969697,0.560746,0.671179
外文组,6,10,true,Likely advance,7.35,70.34,65.72,74.96,YF1016,【YF1016】絶対服従禁止【歌影回战S3】,BV1pCEf6XE8G,233,20,6,18,3,15,0,0.4837,0.1920,0.4030,0.787879,0.516371,0.751242,0.850460,0.530443,0.896879
外文组,7,10,true,Bubble advance,2.68,65.67,79.28,52.07,YF1032,【YF1032】Cuz I always know.....(因为我从来都知道....)【歌影回战S3】,BV1HCEf6XErn,555,27,12,23,7,19,0,0.4837,0.1920,0.4030,0.674566,0.833473,0.738119,0.395914,0.520968,0.593848
外文组,8,10,true,Bubble advance,1.13,64.12,68.32,59.92,YF1024,【YF1024】エスはとある曇日に（艾斯与某日阴天）【歌影回战S3】,BV1HCEf6XECw,343,15,12,15,5,12,0,0.4837,0.1920,0.4030,0.343207,0.871752,0.751697,0.139819,0.902055,0.636364
外文组,9,10,true,Bubble advance,0.59,63.58,58.11,69.05,YF1007,【YF1007】clíodhapóthia fa【歌影回战S3】,BV1HCEf6XEXq,261,15,10,14,2,7,0,0.4837,0.1920,0.4030,0.398876,0.811146,0.703303,0.476115,0.933577,0.751242
外文组,10,10,true,Bubble advance,0.00,62.99,53.97,72.01,YF1025,【YF1025】Strike a Pose!【歌影回战S3】,BV1HCEf6XEbD,198,14,8,8,3,10,0,0.4837,0.1920,0.4030,0.676388,0.767990,0.278151,0.848485,0.920724,0.362271
外文组,11,10,false,Bubble miss,-0.30,62.69,71.17,54.20,YF1005,【YF1005】午夜零時Mementori【歌影回战S3】,BV1EQEf67EEv,460,17,13,20,6,8,0,0.4837,0.1920,0.4030,0.359840,0.927760,0.879243,0.046936,0.829815,0.727728
外文组,12,10,false,Possible miss,-3.80,59.19,51.72,66.67,YF1009,【YF1009】Be Where You Are（身在当下）【歌影回战S3】,BV1HCEf6XE8W,226,15,5,12,3,10,0,0.4837,0.1920,0.4030,0.605073,0.435876,0.533242,0.744893,0.528004,0.720939
外文组,13,10,false,Possible miss,-7.66,55.32,46.36,64.28,YF1014,【YF1014】ミラーガール13【歌影回战S3】,BV1HCEf6XEZH,209,12,4,12,4,8,1,0.4837,0.1920,0.4030,0.362649,0.301811,0.710092,0.519101,0.431278,0.872909
